@relation AU_intensity_openFACE_mean_stddev

@attribute frametime numeric
@attribute AU01_r_mean numeric
@attribute AU02_r_mean numeric
@attribute AU04_r_mean numeric
@attribute AU05_r_mean numeric
@attribute AU06_r_mean numeric
@attribute AU07_r_mean numeric
@attribute AU09_r_mean numeric
@attribute AU10_r_mean numeric
@attribute AU12_r_mean numeric
@attribute AU14_r_mean numeric
@attribute AU15_r_mean numeric
@attribute AU17_r_mean numeric
@attribute AU20_r_mean numeric
@attribute AU23_r_mean numeric
@attribute AU25_r_mean numeric
@attribute AU26_r_mean numeric
@attribute AU45_r_mean numeric
@attribute AU01_r_std numeric
@attribute AU02_r_std numeric
@attribute AU04_r_std numeric
@attribute AU05_r_std numeric
@attribute AU06_r_std numeric
@attribute AU07_r_std numeric
@attribute AU09_r_std numeric
@attribute AU10_r_std numeric
@attribute AU12_r_std numeric
@attribute AU14_r_std numeric
@attribute AU15_r_std numeric
@attribute AU17_r_std numeric
@attribute AU20_r_std numeric
@attribute AU23_r_std numeric
@attribute AU25_r_std numeric
@attribute AU26_r_std numeric
@attribute AU45_r_std numeric


@data
265.2,0.605758,0,0.04035318,0,1.253538,1.769433,0.015462,1.275506,0.9296356,0.8599413,0.3185956,1.629436,0.1311558,0.01992066,0.2030098,0.6990887,0.6814555,0.5942041,0,0.0527259,0,0.181902,0.3822771,0.03883251,0.1868455,0.2328125,0.2472222,0.3281007,0.3397701,0.127947,0.03629863,0.5121305,0.6051033,0.8986305
265.6,0.4016211,0,0.05420799,0,1.320577,1.908149,0.03493914,1.312174,1.023312,0.9479197,0.2529443,1.566548,0.156907,0.02256191,0.2023618,0.682981,0.6814555,0.4940692,0,0.06186353,0,0.2348584,0.4302363,0.06239813,0.2286148,0.2658061,0.2865372,0.3323075,0.296161,0.1372304,0.03715468,0.5123592,0.6122481,0.8986305
266,0.2184941,0,0.06397495,0,1.419025,2.095352,0.07079144,1.363003,1.123812,1.026941,0.1673147,1.561312,0.1647577,0.02296457,0.2010098,0.6936588,0.6814555,0.3183434,0,0.06041056,0,0.2827193,0.4150096,0.1023875,0.2595242,0.2935431,0.2786905,0.2950225,0.2929635,0.1403667,0.03695007,0.5128325,0.6036933,0.8986305
266.4,0.1144886,0,0.06055253,0,1.523927,2.234721,0.114802,1.409757,1.244816,1.13783,0.07212637,1.543941,0.180479,0.02402636,0.2034446,0.6778072,0.6784542,0.2265546,0,0.05872421,0,0.2961062,0.4110048,0.1355058,0.2816065,0.2831116,0.2614652,0.1932393,0.2859066,0.138269,0.03647167,0.5120499,0.6142503,0.900499
266.8,0.05071471,0,0.06891367,0,1.626817,2.402653,0.1735494,1.494875,1.366576,1.243556,0.003340244,1.520837,0.201675,0.02577963,0.2054194,0.6394859,0.4962477,0.1711673,0,0.06385434,0,0.3092454,0.3463979,0.1667857,0.269414,0.2669944,0.2265614,0.01229924,0.2977178,0.1568054,0.03579635,0.5113284,0.6309511,0.8666551
267.2,0,0,0.09748693,0,1.763574,2.504652,0.2382229,1.565748,1.485193,1.343636,0.0008,1.468563,0.2437803,0.02481178,0.1912889,0.5088946,0.3615739,0,0,0.079538,0,0.2837523,0.3005653,0.1816667,0.2296287,0.2692495,0.2158877,0.003595173,0.3455696,0.1691851,0.03598655,0.4924573,0.4152842,0.6903744
267.6,0,0,0.1061909,0,1.872853,2.629607,0.2781833,1.628456,1.600108,1.389687,0.0008219178,1.41755,0.2299866,0.02140975,0.3405125,0.455438,0.2602452,0,0,0.07884078,0,0.2451912,0.2501902,0.1743746,0.1492407,0.2590398,0.1908378,0.003642258,0.3867852,0.1766169,0.03450221,0.796744,0.3397708,0.5182432
268,0,0,0.1163896,0,1.932666,2.690368,0.3184612,1.651912,1.657,1.42332,0.000952381,1.355828,0.2615115,0.01453563,0.3945621,0.467125,0.3005513,0,0,0.07716222,0,0.2054588,0.2084623,0.1524118,0.1461402,0.2250495,0.1788518,0.003908896,0.3751876,0.1691397,0.03016501,0.8458832,0.3544517,0.5475378
268.4,0,0,0.1258344,0,2.007594,2.745023,0.3540604,1.668035,1.73196,1.4745,0.001052632,1.267944,0.2417317,0.005897393,0.5075085,0.5118144,0.3493256,0,0,0.07720138,0,0.1772705,0.1952334,0.1266715,0.1535391,0.2095589,0.1941963,0.004099896,0.3809012,0.1770426,0.01265666,0.9050441,0.3770797,0.5627275
268.8,0,0,0.1269128,0,2.059323,2.787627,0.3840412,1.663431,1.787189,1.518872,0.001276596,1.195855,0.2573673,0.006817105,0.6154891,0.552889,0.4236502,0,0,0.08271731,0,0.149157,0.1822105,0.1178993,0.1630975,0.185351,0.1730584,0.004491234,0.3787745,0.1895343,0.01370167,0.9639842,0.3999738,0.5944155
269.2,0,0,0.1217052,0,1.686932,2.258229,0.3323943,1.335089,1.476843,1.264036,0.001304348,0.8787074,0.2137089,0.006325037,0.6271998,0.4938897,0.43286,0,0,0.0907389,0,0.8512022,1.139741,0.1941134,0.6831654,0.7532203,0.6449463,0.004536786,0.5439267,0.2114599,0.01393235,0.9712993,0.4570138,0.5975838
269.6,0.03792129,0,0.136795,0,1.485715,1.938361,0.281135,1.117019,1.309136,1.066056,0.002255148,0.6375631,0.1781371,0.003157938,0.7141227,0.5060815,0.5009481,0.1640809,0,0.1109833,0,0.9911952,1.314608,0.2084567,0.7419403,0.8806721,0.7611231,0.007255458,0.4846378,0.2320591,0.01315873,1.0144,0.494161,0.6132233
270,0.03792129,0,0.08545377,0,0.9613192,1.250544,0.1637068,0.7018574,0.8530464,0.6646203,0.001467773,0.3423331,0.04625843,0.002370563,0.6903046,0.4160319,0.4166203,0.1640809,0,0.1107434,0,1.080649,1.426377,0.1976612,0.7843285,0.9639411,0.7896546,0.006481025,0.4145294,0.1076075,0.01280517,1.029237,0.5356801,0.6114383
270.4,0.5695207,0,0.2355394,0,0.8730676,0.9515853,0.0607349,0.5522683,0.7676984,0.4291589,0.001467773,0.1367424,0.01251963,0.002370563,0.2773467,0.1700266,0.06394264,1.030015,0,0.3640159,0,1.056716,1.233664,0.13553,0.6673641,0.9347355,0.6256559,0.006481025,0.3047566,0.03615081,0.01280517,0.7121049,0.303745,0.1629768
270.8,0.7618048,0,0.2954338,0,0.818713,0.7782953,0.03319538,0.5571637,0.6881582,0.3194719,0.001304688,0.1430441,0.007608765,0.002107167,0.09045719,0.1255002,0.02585704,1.077603,0,0.3923013,0,0.9647622,0.9952014,0.08712097,0.6647596,0.8221887,0.5366412,0.006119489,0.3338273,0.03118618,0.01207919,0.369672,0.2384599,0.0948611
271.2,1.246739,0,0.4740724,0,1.026842,0.9153419,0.04106606,0.8738104,0.7724294,0.2225966,0.001129056,0.3035158,0.01126055,0.001538462,0.0003597331,0.1953362,0.01502564,1.32665,0,0.5105007,0,1.04266,0.9660879,0.06887775,0.9778838,0.7796318,0.3369204,0.005701788,0.5017322,0.03207116,0.011094,0.002594072,0.2859222,0.08371688
271.6,1.524543,0,0.6256958,0,1.268795,1.059541,0.07884155,1.112069,0.8808461,0.2763752,0.0009624744,0.4346267,0.06916879,0,0.0009744262,0.2330842,0.003061283,1.34542,0,0.5775612,0,1.125365,0.959726,0.1073709,1.057646,0.7651615,0.3133655,0.00527227,0.5645478,0.1443555,0,0.004320482,0.2736014,0.01584281
272,1.704116,0.0009136396,0.699709,0,1.444929,1.173941,0.08344355,1.27475,0.9876092,0.3529488,0.0008895597,0.5372504,0.1048141,0.001068269,0.0009006061,0.2640244,0.003505613,1.274483,0.004137289,0.5591928,0,1.093334,0.9147853,0.1066925,1.024077,0.7333833,0.3509735,0.00507193,0.5833689,0.1646746,0.004920918,0.004159108,0.2946159,0.01580634
272.4,2.175001,0.00220086,0.7893184,0,1.675847,1.581502,0.07895436,1.559717,1.143463,0.4285514,0.0008387277,0.7726865,0.1517456,0.001007225,0.0008491429,0.4833681,0.00723061,1.345204,0.008224984,0.5026134,0,0.9871609,1.084494,0.1052144,0.9944772,0.6597279,0.3407992,0.004927114,0.7045419,0.1827413,0.004782679,0.004042242,0.5508395,0.01997727
272.8,2.662731,0.0114032,0.8306066,0,1.934079,2.005594,0.0718686,1.874443,1.334822,0.530788,0,0.9890776,0.1624848,0.0009792463,0.0008255556,0.6896902,0.00458347,1.25679,0.03683935,0.4443645,0,0.8171414,1.112311,0.1038849,0.8981419,0.5547908,0.3231867,0,0.7216303,0.1737794,0.004717781,0.003987379,0.6380516,0.01412498
273.2,2.695674,0.02889605,0.8337884,0.01158119,2.044011,2.154379,0.07775839,2.044509,1.357219,0.6863702,0,1.172598,0.162704,0.01586201,0.003656667,0.7301212,0.007090106,1.187864,0.07729039,0.4345043,0.0605724,0.593908,0.971737,0.1032304,0.6950284,0.4687295,0.4186809,0,0.6917894,0.1735804,0.05238853,0.02425392,0.6163986,0.01753019
273.6,2.610264,0.02889605,0.7374439,0.05483948,2.100071,2.193288,0.07775839,1.993515,1.226768,0.9627623,0,1.648365,0.162704,0.01586201,0.01165889,0.7158407,0.02221429,1.217319,0.07729039,0.5029791,0.1306632,0.4864271,0.902449,0.1032304,0.7880317,0.5368391,0.7594065,0,0.8925573,0.1735804,0.05238853,0.04911838,0.630258,0.07189681
274,2.419437,0.02811508,0.6140389,0.0674023,2.122057,2.22966,0.06057027,1.872319,1.157804,1.425025,0,1.936433,0.1550473,0.01724654,0.01134378,0.6426373,0.128419,1.266592,0.07637013,0.5419517,0.1336975,0.4454339,0.860285,0.1009384,0.7961811,0.5367507,1.134878,0,1.017676,0.1755715,0.05196633,0.04847824,0.6634172,0.2753501
274.4,2.096036,0.02811508,0.4315707,0.0674023,2.076982,2.195084,0.03410306,1.751112,1.035136,1.924784,0,2.252377,0.1334007,0.02537836,0.01134378,0.5635294,0.2739145,1.379954,0.07637013,0.4853335,0.1336975,0.4278676,0.8696646,0.08140164,0.7667318,0.5487057,1.392166,0,1.093042,0.1782094,0.06216339,0.04847824,0.6945915,0.4198863
274.8,1.755459,0.02695167,0.2649745,0.0665036,2.021863,2.24611,0.006873759,1.615203,0.8904038,2.361215,0,2.450575,0.07821254,0.0616808,0.0156,0.527688,0.4100271,1.524001,0.07610564,0.3573085,0.1330189,0.3575538,0.8320888,0.02673275,0.749451,0.5077682,1.544529,0,1.010492,0.1365211,0.1061271,0.05251661,0.7049929,0.4767271
275.2,1.374803,0.02693621,0.1623796,0.0665036,2.099656,2.234679,0.005654192,1.576672,0.792897,2.869039,0,2.64802,0.03607603,0.1120237,0.0156,0.3957005,0.5403635,1.497495,0.07611107,0.2832361,0.1330189,0.300217,0.7370015,0.0263625,0.7052236,0.5052431,1.477522,0,0.9082365,0.0882937,0.1518582,0.05251661,0.6480903,0.4886679
275.6,0.8282467,0.02390445,0.06820396,0.0665036,2.111963,2.101407,0.005654192,1.42139,0.6428434,3.333954,0,2.748188,0.007356544,0.1916413,0.0156,0.1813038,0.6833209,1.091647,0.07627881,0.1774618,0.1330189,0.3081676,0.5945378,0.0263625,0.5640218,0.3867181,1.26655,0,0.8702676,0.02810217,0.2192981,0.05251661,0.4140325,0.4667506
276,0.4506275,0,0.003459213,0.0665036,2.168531,1.977738,0,1.295347,0.4936449,3.736394,0,2.990159,0,0.2477052,0.0156,0.04143676,0.8709572,0.5712647,0,0.02714763,0.1330189,0.2827832,0.4095592,0,0.4017652,0.2145675,0.8740382,0,0.6011828,0,0.2353337,0.05251661,0.059499,0.4621367
276.4,0.3434981,0,0,0.04246734,2.242522,2.031168,0,1.347368,0.4664803,3.968982,0,3.11015,0,0.2690439,0.0052,0.03560934,1.190086,0.5495626,0,0,0.1172546,0.1308928,0.2876046,0,0.2640838,0.2358232,0.424375,0,0.4708362,0,0.2210443,0.02336863,0.05381023,0.5754354
276.8,0.1542196,0,0,0.002953125,2.217697,1.946973,0,1.407754,0.3839448,4.031961,0,3.118452,0,0.2807627,0.0052,0.05230364,1.579304,0.3529269,0,0,0.0170999,0.1605672,0.3977952,0,0.2549886,0.265666,0.3888865,0,0.5166167,0,0.2113847,0.02336863,0.08719261,0.86248
277.2,0.02020467,0,0.000907572,0,2.219923,1.86186,0,1.466596,0.2815649,4.083231,0,3.03532,0,0.2798733,0.0052,0.0512994,1.892335,0.1027818,0,0.003829515,0,0.1594113,0.4529088,0,0.2845781,0.2409313,0.3889499,0,0.483418,0,0.2125896,0.02336863,0.08713608,0.9899598
277.6,0,0,0.01809054,0,2.213788,1.73502,0,1.55515,0.2068432,4.093938,0,3.023503,0,0.254076,0.0007371,0.04312667,2.191399,0,0,0.04798249,0,0.1611132,0.4912483,0,0.3498888,0.2275053,0.39262,0,0.4802715,0,0.2287317,0.006383473,0.08428284,1.046836
278,0,0,0.02733919,0,2.175815,1.639384,0,1.627633,0.1445812,4.062735,0,3.052257,0,0.2160774,0.0032,0.03467358,2.484644,0,0,0.05219045,0,0.1569684,0.4649311,0,0.3822553,0.2074679,0.3682334,0,0.4677145,0,0.2425747,0.01536823,0.08029838,0.982612
278.4,0,0,0.03547323,0,2.153307,1.515517,0,1.697522,0.09916779,4.036257,0,3.117645,0,0.1424644,0.0032,0.02774648,2.765302,0,0,0.05422482,0,0.1447833,0.4050444,0,0.4194901,0.1634446,0.385697,0,0.4699096,0,0.2074463,0.01536823,0.07799548,0.8180967
278.8,0,0,0.03761671,0,2.125618,1.402896,0,1.737347,0.0412273,3.980682,0,3.277556,0,0.07236551,0.0032,0.02489285,3.011596,0,0,0.05362695,0,0.118955,0.235062,0,0.4192847,0.093829,0.4038271,0,0.558096,0,0.1290861,0.01536823,0.07823628,0.4811023
279.2,0,0,0.05130474,0,2.087182,1.377271,0,1.860769,0.01782683,3.977832,0,3.383154,0,0.03108404,0.0032,0.02489285,3.133616,0,0,0.05989285,0,0.09096424,0.1914013,0,0.3870771,0.05574416,0.402564,0,0.5971098,0,0.06868925,0.01536823,0.07823628,0.2461241
279.6,0,0,0.0577355,0,2.108424,1.423364,0,1.906928,0.02231909,4.030788,0,3.343303,0,0.0177619,0.0032,0.02563082,3.099381,0,0,0.06062147,0,0.08171289,0.2394054,0,0.3199787,0.05726155,0.3269007,0,0.5632828,0,0.0512883,0.01536823,0.07906179,0.3097555
280,0,0,0.05768778,0,2.117869,1.525692,0,1.925539,0.05308779,4.014398,0,3.424059,0,0.03173904,0.0032,0.009210862,2.719139,0,0,0.06066597,0,0.07925169,0.2775907,0,0.3035252,0.1104372,0.3215849,0,0.5203087,0,0.102926,0.01536823,0.02969635,0.9122795
280.4,0,0,0.04705282,0,2.126739,1.643978,0,1.881239,0.1163413,3.919808,0,3.447368,0,0.04251488,0.0032,0.008,2.335335,0,0,0.05700288,0,0.07989252,0.3010206,0,0.3222088,0.1824673,0.3071772,0,0.4952724,0,0.1090092,0.01536823,0.02948133,1.163452
280.8,0,0,0.03536902,0,2.135226,1.731209,0,1.832512,0.164176,3.870084,0,3.442592,0,0.06497263,0.0032,0.008,1.957535,0,0,0.05273138,0,0.08319728,0.3019874,0,0.3073644,0.1969123,0.2831955,0,0.5068779,0,0.1277267,0.01536823,0.02948133,1.249005
281.2,0,0,0.03085133,0,2.152191,1.819301,0,1.82133,0.1805555,3.836865,0,3.480812,0,0.07048797,0.01693374,0.006400976,1.588636,0,0,0.05022567,0,0.08373077,0.2738748,0,0.2907395,0.1938422,0.2810712,0,0.4664124,0,0.1287811,0.07495187,0.02770451,1.237838
281.6,0,0,0.02696152,0,2.1605,1.902363,0,1.838137,0.1959752,3.855518,0,3.337321,0,0.1055263,0.01693374,0.008417706,1.251088,0,0,0.04797219,0,0.08668264,0.2250484,0,0.261933,0.1850776,0.2810052,0,0.502438,0,0.1653776,0.07495187,0.02885314,1.130924
282,0,0,0.01800717,0,2.162887,1.944736,0,1.834745,0.2062029,3.866038,0,3.263312,0,0.1070524,0.03740508,0.009613142,0.9267795,0,0,0.03888548,0,0.08710462,0.2015025,0,0.2567969,0.1788515,0.2761052,0,0.4571705,0,0.1654879,0.102793,0.02942269,0.9401798
282.4,0,0,0.01287559,0,2.183246,1.979284,0,1.836374,0.2161741,3.863445,0,3.199732,0,0.1227569,0.03741848,0.01042381,0.6074201,0,0,0.02934467,0,0.05211779,0.1772778,0,0.2384238,0.1711609,0.2776148,0,0.3955042,0,0.1626598,0.1027881,0.02974209,0.5426413
282.8,0,0,0.007248971,0,2.162913,1.957372,0,1.853828,0.2241232,3.890059,0,3.118642,0,0.1012378,0.06066026,0.008423809,0.4680284,0,0,0.0138374,0,0.07024842,0.1811822,0,0.2139118,0.1658025,0.2894765,0,0.3750055,0,0.1438218,0.1384768,0.02032863,0.04874403
283.2,0,0,0.008457449,0,2.158498,1.93724,0,1.856535,0.222631,3.911355,0,3.077138,0,0.1190223,0.06066026,0.008423809,0.4672895,0,0,0.01426048,0,0.07397403,0.1815356,0,0.2347365,0.1623458,0.2851204,0,0.370828,0,0.154876,0.1384768,0.02032863,0.05185811
283.6,0,0,0.01247318,0,2.147708,1.894711,0,1.865301,0.2214441,3.995781,0,2.916944,0,0.1029931,0.09253155,0.008423809,0.4746809,0,0,0.01998985,0,0.08309934,0.1940045,0,0.2265001,0.1666042,0.3267715,0,0.6443652,0,0.1473913,0.1978987,0.02032863,0.06332179
284,0,0,0.01669167,0,2.156098,1.862855,0,1.813354,0.3136492,4.059531,0,2.627828,0.01701487,0.1353064,0.1453925,0.02118405,0.4826947,0,0,0.02816258,0,0.09612844,0.216548,0,0.2456835,0.3325073,0.3311091,0,0.9330606,0.05831761,0.1700043,0.2409187,0.05988533,0.06878201
284.4,0,0,0.01622188,0,2.166661,1.833409,0.002834796,1.789242,0.4258789,4.064242,0,2.329113,0.0269182,0.1633743,0.1722951,0.03755456,0.4837016,0,0,0.02758608,0,0.1056564,0.221159,0.01266205,0.2418263,0.4053459,0.336141,0,1.179282,0.06799065,0.1925357,0.2394896,0.08234026,0.07010843
284.8,0,0,0.01994828,0,2.153384,1.826094,0.002834796,1.777171,0.5135105,4.086209,0,2.006498,0.0269182,0.1733688,0.1860089,0.09993664,0.5190219,0,0,0.03041146,0,0.1068134,0.2183752,0.01266205,0.2159736,0.4138159,0.3085332,0,1.195262,0.06799065,0.1998956,0.2437019,0.1727201,0.1190395
285.2,0,0,0.02730226,0,2.145659,1.791729,0.002834796,1.780977,0.6026219,4.098173,0,1.708161,0.0269182,0.1967758,0.1955419,0.1767802,0.5570987,0,0,0.04292714,0,0.1085771,0.1955089,0.01266205,0.2244646,0.3674205,0.2923656,0,1.112275,0.06799065,0.1955464,0.2386237,0.2393967,0.1495775
285.6,0,0,0.03580205,0,2.161657,1.786111,0.002834796,1.797436,0.6829972,4.080536,0,1.460876,0.0269182,0.2098161,0.1830779,0.2713047,0.6358674,0,0,0.05218202,0,0.1072933,0.1989834,0.01266205,0.2317354,0.3228874,0.3162327,0,0.9512684,0.06799065,0.1940191,0.2315871,0.3162873,0.2365462
286,0,0,0.05413585,0,2.186822,1.780651,0.002897296,1.80569,0.7684051,4.051885,0,1.128979,0.0269182,0.2066563,0.2195867,0.3120093,0.7438987,0,0,0.065598,0,0.1164587,0.2044052,0.01265943,0.2314559,0.2862911,0.3495319,0,0.7404776,0.06799065,0.1906898,0.2308794,0.3123575,0.3413613
286.4,0,0,0.07134954,0,2.22752,1.817103,0.004034796,1.867415,0.8854493,4.091122,0,0.8415008,0.0269182,0.2205036,0.2624545,0.3956956,0.8422584,0,0,0.07323614,0,0.1170369,0.2118233,0.01361074,0.2207981,0.2511501,0.3968327,0,0.3340622,0.06799065,0.186769,0.2444135,0.3353783,0.3972977
286.8,0,0,0.07837079,0,2.255676,1.829692,0.004034796,1.902572,0.8681934,4.136105,0,0.9421784,0.02497999,0.2262582,0.18793,0.3950817,1.045717,0,0,0.07391967,0,0.1363499,0.2026454,0.01361074,0.2195599,0.2442319,0.4564173,0,0.4423408,0.06737287,0.1794707,0.1997715,0.3351487,0.5656324
287.2,0,0,0.08336981,0,2.27413,1.868303,0.0012,1.863021,0.7999019,4.230161,0,0.9955577,0.0006866,0.2436026,0.1614733,0.3885597,1.282315,0,0,0.07277025,0,0.1444419,0.2005221,0.00564094,0.2880981,0.2778454,0.4902828,0,0.4563116,0.003481182,0.2274709,0.1990482,0.3414866,0.632818
287.6,0,0,0.08781595,0,2.299156,1.878588,0.0012,1.854647,0.7297979,4.317854,0,1.040037,0,0.3069552,0.126161,0.3714826,1.532012,0,0,0.07083169,0,0.1485989,0.2027972,0.00564094,0.2904808,0.2632041,0.5417917,0,0.4193586,0,0.2493961,0.1933905,0.3462967,0.6888151
288,0,0,0.09866675,0,2.334278,1.900626,0.0012,1.821824,0.7128629,4.435235,0,1.059888,0,0.2940962,0.1151033,0.2988856,1.774293,0,0,0.06395544,0,0.1200487,0.1968245,0.00564094,0.3184037,0.2751128,0.5328484,0,0.4333386,0,0.242982,0.1916655,0.358385,0.7115792
288.4,0,0,0.09534266,0,2.374589,1.984917,0.0012,1.805269,0.7118506,4.555744,0,0.9979911,0,0.2786968,0.1638079,0.2017482,1.831093,0,0,0.06444922,0,0.08879629,0.2764473,0.00564094,0.3064693,0.2743584,0.4818419,0,0.4440843,0,0.2555442,0.2902899,0.3060306,0.7223393
288.8,0,0,0.1291703,0,2.313947,1.987537,0.02212612,1.801354,0.7736755,4.397789,0.01775479,0.9067246,0,0.2615644,0.3874607,0.2552483,1.952591,0,0,0.1234884,0,0.2173511,0.2732791,0.08957601,0.3067259,0.3409181,0.8416262,0.06983182,0.5065567,0,0.266883,0.6903099,0.4117725,0.7754587
289.2,0,0,0.1735278,0,2.256181,2.0077,0.07585695,1.835043,0.8059645,4.137253,0.07446871,0.849658,0,0.2539119,0.4608685,0.1624825,2.035035,0,0,0.1690978,0,0.2749,0.2614815,0.1625415,0.3373228,0.3781898,1.15933,0.1599885,0.5594082,0,0.2715469,0.7349432,0.3544737,0.6714446
289.6,0,0,0.2334762,0,2.170781,1.998154,0.1033562,1.837805,0.841651,3.813713,0.07686246,0.7114418,0,0.2208818,0.5613777,0.1493903,2.099594,0,0,0.2198541,0,0.3007418,0.2742053,0.1669096,0.339392,0.3976115,1.257858,0.159468,0.5913482,0,0.2811095,0.735192,0.3509575,0.6890429
290,0,0,0.2744334,0,2.108421,2.012831,0.1060791,1.845198,0.8949063,3.610304,0.07686246,0.5383124,0,0.1995905,0.6921413,0.2672351,1.989686,0,0,0.2141458,0,0.2948209,0.2736042,0.1662136,0.3223457,0.3881263,1.225593,0.159468,0.5146888,0,0.2738831,0.747951,0.4404823,0.8222163
290.4,0,0,0.2804491,0,2.083797,2.07685,0.1060791,1.901446,0.9967618,3.430738,0.07686246,0.4146215,0,0.1797448,0.8071524,0.3668889,1.764814,0,0,0.2093156,0,0.2736351,0.3294599,0.1662136,0.2849336,0.3391938,1.124563,0.159468,0.4257812,0,0.2447887,0.7327203,0.4879587,0.8914384
290.8,0,0,0.3175882,0,2.091366,2.161869,0.1140796,1.990349,1.062956,3.297034,0.07686246,0.3318835,0,0.1436364,0.9165486,0.4209037,1.539152,0,0,0.1909577,0,0.2812503,0.3768039,0.1641231,0.2562809,0.2833949,0.9900704,0.159468,0.3230591,0,0.1953291,0.6713862,0.4788746,0.8809592
291.2,0,0,0.3455453,0,2.101608,2.251305,0.1322827,2.04852,1.129769,3.223323,0.07686246,0.2673003,0.002425775,0.1458786,0.9566859,0.5104507,1.352542,0,0,0.1697273,0,0.2942944,0.4243588,0.1626214,0.2661529,0.2206799,0.8938079,0.159468,0.2386114,0.01114598,0.1948659,0.6259894,0.4631741,0.820978
291.6,0,0,0.3337458,0,2.132638,2.282753,0.1322827,1.990902,1.118348,3.276236,0.07686246,0.2721508,0.002425775,0.2188245,0.7942718,0.5104589,1.225129,0,0,0.1769923,0,0.2690331,0.4026338,0.1626214,0.3853179,0.2092775,0.8486682,0.159468,0.2375851,0.01114598,0.2791435,0.5062707,0.4116572,0.6745035
292,0,0,0.2875972,0,2.204923,2.366452,0.07882171,1.991949,1.069387,3.585097,0.02514985,0.3494155,0.002425775,0.2712282,0.7251564,0.53817,1.161863,0,0,0.1860612,0,0.2663013,0.38696,0.1152755,0.3845494,0.205352,0.7899669,0.08820787,0.2956405,0.01114598,0.2811351,0.5051095,0.3830987,0.6509278
292.4,0,0,0.2233136,0,2.294237,2.46527,0.03922008,1.988747,1.010751,3.882838,0.0002821278,0.3927121,0.002425775,0.3048343,0.6237159,0.5660671,1.033934,0,0,0.1632001,0,0.2317188,0.3578854,0.07535453,0.378653,0.1693856,0.6086657,0.002311472,0.2973752,0.01114598,0.2694323,0.4863534,0.3515603,0.5996992
292.8,0,0,0.1681416,0,2.367738,2.591355,0.02620365,1.949061,0.991683,4.074473,0,0.4118049,0.002425775,0.3549922,0.5684678,0.5636768,0.8390298,0,0,0.1354819,0,0.1723008,0.2518625,0.06673248,0.3906907,0.1540013,0.3748787,0,0.2826234,0.01114598,0.2661536,0.4680317,0.3547654,0.08863903
293.2,0,0,0.1542131,0,2.45268,2.721082,0.02623877,2.020931,1.006471,4.201998,0,0.4095084,0.002425775,0.3589704,0.5135024,0.4327576,0.8435467,0,0,0.121413,0,0.1490412,0.2344677,0.06671919,0.3851187,0.1300621,0.308519,0,0.2885715,0.01114598,0.2529992,0.3674513,0.3226225,0.07515603
293.6,0,0,0.1523428,0,2.515678,2.784465,0.03009422,2.045408,1.061099,4.233457,0,0.3807825,0.002492235,0.3197638,0.5589866,0.4210828,0.8621763,0,0,0.1198401,0,0.1810156,0.285891,0.06727444,0.4189539,0.1980508,0.268978,0,0.2984959,0.0112923,0.261407,0.4316877,0.3195289,0.08012437
294,0.0006875698,0,0.1487847,0,2.528252,2.791718,0.009800703,2.041719,1.176233,4.071945,0.001114565,0.3591734,0.003352942,0.3173432,0.6897031,0.4847017,0.8940246,0.005711384,0,0.1438,0,0.1975015,0.3191498,0.03456548,0.4398317,0.4569641,0.6426561,0.007475512,0.2936416,0.01537205,0.2753927,0.6738602,0.3875998,0.2447193
294.4,0.1464735,0.02210073,0.2107816,0,2.486181,2.59182,0.07542432,2.081022,1.231621,3.800434,0.04028957,0.3547645,0.103553,0.3440869,0.7247722,0.3732663,0.8372252,0.4310999,0.1075429,0.2338893,0,0.2814105,0.7133452,0.2039796,0.3711,0.4661925,0.971071,0.1322222,0.3084227,0.3477406,0.3856749,0.6762905,0.3627403,0.3195661
294.8,0.4487407,0.02210073,0.3195578,0,2.398513,2.582513,0.2291164,2.197047,1.33,3.288519,0.1239099,0.3639699,0.1080153,0.3095213,0.6455544,0.3219999,0.8384652,0.8117808,0.1075429,0.3798684,0,0.3753636,0.7137791,0.4015855,0.4301781,0.4691308,1.366028,0.229269,0.331314,0.3472446,0.3990122,0.7148892,0.3756854,0.31876
295.2,0.6607694,0.04207259,0.4028753,0.003060686,2.128702,2.289067,0.2548319,2.016143,1.269773,2.650074,0.1391888,0.291348,0.1095676,0.2585683,0.614533,0.3659566,0.7170599,1.005263,0.1397382,0.4420097,0.01474978,0.7633472,1.025077,0.4093986,0.7202176,0.5742855,1.663523,0.2338948,0.2846057,0.3468858,0.4043099,0.7357866,0.4726524,0.4149515
295.6,1.154769,0.07523198,0.6198507,0.008204337,1.991217,2.072313,0.266672,2.010479,1.259826,2.087168,0.1391888,0.2653488,0.121669,0.1804402,0.6906538,0.554254,0.5915267,1.340599,0.1618967,0.5780459,0.02172948,0.7864767,1.053273,0.4031585,0.7199964,0.5823381,1.648546,0.2338948,0.2803178,0.3455233,0.3902158,0.7125219,0.681644,0.4809707
296,1.728535,0.1476383,0.8090522,0.02535524,1.796135,1.793529,0.2711224,1.953778,1.247711,1.514494,0.1391888,0.2121654,0.1272238,0.1519136,0.7052766,0.7954005,0.4780094,1.562314,0.2201695,0.583199,0.05975299,0.7784428,1.033176,0.4005429,0.7348367,0.5897003,1.441698,0.2338948,0.2842955,0.3439569,0.3949085,0.7109138,0.7539396,0.5166509
